age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
29,M,1037,En Couple,4,false,7633 ES 43
45,F,171,En Couple,0,false,5134 ON 61
42,F,1313,En Couple,1,false,8014 OC 36
36,F,1048,En Couple,4,true,5728 WX 46
47,F,1334,En Couple,4,true,7324 LH 90
65,M,579,Célibataire,0,false,7992 XN 94
20,M,471,En Couple,2,false,3331 FQ 53
48,F,407,Célibataire,0,false,4289 GB 57
27,M,745,Célibataire,0,false,9076 OB 38
24,F,172,En Couple,4,true,2643 YY 80
32,M,1391,En Couple,3,false,9882 VJ 16
29,F,546,En Couple,1,false,6637 SQ 14
21,F,430,En Couple,1,false,6490 MI 70
51,M,402,En Couple,1,true,5274 SP 62
83,F,210,Célibataire,0,false,3684 WG 16
39,M,1222,En Couple,0,false,7631 DT 54
52,M,921,Célibataire,0,false,3921 MI 30
73,F,237,Seule,3,false,9624 TJ 61
18,M,499,Célibataire,0,false,3108 TD 52
-1,F,513,En Couple,0,false,6416 QD 44
48,F,1037,En Couple,4,false,6603 QR 37
19,F,418,En Couple,3,false,4119 SC 76
35,F,229,Célibataire,0,false,1533 GZ 40
48,M,567,En Couple,0,false,7595 GI 51
40,M,588,En Couple,1,false,4508 JG 51
21,M,509,En Couple,3,false,1650 CZ 65
18,M,493,Célibataire,0,false,8130 IK 93
40,M,189,En Couple,0,false,3884 XK 58
66,M,179,En Couple,0,true,9189 PR 78
23,M,222,En Couple,3,false,7315 YV 58
44,M,991,En Couple,3,false,4388 PQ 68
66,M,577,En Couple,1,false,4491 RA 88
35,M,249,En Couple,4,false,7833 DL 47
71,M,432,En Couple,1,true,7412 HL 20
20,F,492,En Couple,2,true,2214 YV 44
26,F,592,En Couple,4,false,53 CG 56
20,M,238,En Couple,2,false,9114 RA 29
58,M,416,En Couple,1,false,3440 JJ 97
47,M,906,Célibataire,0,false,203 TN 64
49,M,487,Seule,2,false,2179 TF 96
46,M,473,En Couple,3,false,4059 CQ 87
59,M,447,Seule,3,false,4450 FR 30
32,F,435,En Couple,1,false,5734 RV 38
18,F,1090,En Couple,0,false,7440 RY 36
29,M,194,En Couple,3,false,5775 QY 79
25,F,224,En Couple,0,false,9428 HP 37
34,M,1230,Célibataire,0,false,6728 XC 25
43,F,563,En Couple,0,false,150 DI 38
69,M,536,En Couple,4,false,6584 UD 67
55,M,1391,En Couple,4,false,3249 LQ 79
78,M,474,En Couple,1,true,5380 AO 55
43,F,170,Célibataire,0,false,1248 ZZ 15
24,M,519,En Couple,2,false,137 YA 45
18,F,482,Célibataire,0,false,8755 TA 57
25,F,239,En Couple,0,false,1277 BW 20
68,M,712,En Couple,1,false,3800 DA 23
63,F,819,En Couple,3,true,8867 SD 14
47,F,442,En Couple,1,true,7620 BU 74
22,M,455,Célibataire,0,false,5205 HJ 10
64,F,474,En Couple,0,true,2489 PL 10
23,M,234,En Couple,1,false,8762 CM 70
41,F,427,Célibataire,0,false,3312 ID 98
20,F,241,En Couple,4,false,3023 PZ 45
68,M,1155,En Couple,2,false,6734 YE 26
20,M,179,En Couple,1,true,1055 HY 59
19,M,575,En Couple,1,true,5344 UW 34
34,M,990,En Couple,1,false,9069 GU 78
36,F,1270,En Couple,1,false,6624 FT 52
55,M,217,En Couple,2,false,1943 ND 67
84,M,1180,Célibataire,0,false,8079 ZF 86
39,F,900,Célibataire,0,false,7474 WC 25
55,M,1376,Célibataire,0,false,7611 FP 90
40,F,162,Célibataire,0,false,9730 YU 64
33,M,472,En Couple,0,false,5096 JM 78
22,M,919,Célibataire,0,false,8208 QR 91
28,M,957,Célibataire,0,false,6840 QQ 90
47,M,1069,En Couple,4,false,6115 HN 51
55,M,158,En Couple,2,true,8661 UJ 16
46,M,543,En Couple,2,false,6170 OO 57
48,M,216,En Couple,3,false,8899 FJ 31
65,M,509,En Couple,1,false,9198 VT 68
18,M,708,En Couple,3,false,6337 JB 45
21,M,1329,En Couple,4,true,3858 DJ 73
76,F,561,Seule,1,false,6502 XN 39
22,M,1187,En Couple,3,true,5780 FC 16
82,M,173,En Couple,2,false,3381 FB 52
26,F,910,En Couple,1,true,459 ZN 31
54,M,464,En Couple,3,false,1243 CZ 18
32,F,751,Célibataire,0,false,7800 ET 72
58,M,1331,Célibataire,0,false,6430 SU 96
38,M,517,En Couple,3,true,8647 GE 35
42,F,459,En Couple,4,false,9885 NN 78
28,M,478,En Couple,1,false,8765 QG 98
39,M,473,En Couple,4,false,8244 YP 16
31,M,1135,Célibataire,0,false,2249 BM 42
37,M,202,En Couple,2,false,9606 JV 16
78,M,1015,En Couple,1,false,8469 PI 78
80,M,437,En Couple,0,true,2483 UM 16
55,F,1355,En Couple,2,false,9395 TJ 62
20,F,440,En Couple,4,true,7490 YL 66
44,F,1197,Célibataire,0,false,1122 BN 85
37,M,497,En Couple,2,false,1989 VU 96
31,F,408,En Couple,2,false,8024 LM 79
62,F,180,En Couple,0,false,9625 XO 79
26,Homme,740,En Couple,2,false,647 QE 77
56,M,890,En Couple,0,false,5957 GO 43
73,F,597,Célibataire,0,false,6794 OQ 98
54,M,1000,Seule,2,false,4232 IB 56
22,F,525,Célibataire,0,false,6182 AX 63
48,M,444,En Couple,2,true,7532 ZQ 55
59,M,1137,En Couple,4,false,8763 KX 19
57,M,1272,En Couple,2,false,4919 OA 15
29,M,482,Célibataire,0,false,115 WB 91
34,M,589,En Couple,4,false,2807 KR 49
25,M,1378,En Couple,1,false,271 BV 28
51,M,185,En Couple,1,false,451 RZ 57
40,M,1162,Célibataire,0,false,2303 BZ 63
49,M,417,En Couple,0,false,8094 DR 38
28,F,565,En Couple,2,false,5960 RL 80
64,F,1216,En Couple,4,false,6245 JM 40
51,M,563,Célibataire,0,false,3820 MN 46
30,F,223,Célibataire,0,false,1933 II 58
28,M,153,En Couple,0,false,6904 IE 38
49,M,182,Célibataire,0,false,7432 AR 70
27,M,559,En Couple,2,false,6655 GX 80
74,M,225,Seule,3,false,654 BZ 53
31,F, ,En Couple,0,false,5425 MS 17
40,M,164,En Couple,1,false,7142 OA 45
61,F,1027,Célibataire,0,false,8024 YX 57
23,Femme,455,En Couple,2,false,5516 KO 94
22,F,409,En Couple,4,false,9159 GR 20
84,M,535,En Couple,3,false,458 TB 66
20,F,242,En Couple,1,false,1355 UC 58
79,M,959,En Couple,4,false,7745 UB 75
32,M,170,En Couple,1,false,6124 CO 76
52,M,517,Célibataire,0,false,1550 CJ 98
56,M,586,Célibataire,0,false,3338 ML 81
32,F,198,En Couple,1,false,5768 JK 43
27,M,182,Célibataire,0,false,2225 HI 87
 ,M,175,Célibataire,0,false,8141 YG 15
34,F,570,En Couple,3,false,1047 XC 57
64,M,189,Célibataire,0,false,6442 YL 49
24,F,1344,En Couple,3,true,3275 SB 53
20,M,412,Célibataire,0,false,3202 XV 24
66,M,559,Célibataire,0,false,1189 QI 26
51,M,185,Seule,2,false,8163 MD 87
43,F,505,Seule,1,false,9099 SI 37
53,M,474,En Couple,1,false,1990 IZ 32
22,M,496,En Couple,3,false,5527 LF 73
35,M,232,En Couple,1,false,9470 CD 91
71,M,717,En Couple,2,false,1891 QH 12
41,M,478,En Couple,0,false,629 FR 86
40,M,748,En Couple,4,false,1775 IA 22
43,F,746,En Couple,3,true,5683 YW 86
49,M,176,Seule,3,false,9975 TT 14
42,M,1239,Célibataire,0,false,1433 SF 18
55,M,1300,En Couple,0,true,6655 PO 57
46,M,495,Célibataire,0,false,8911 LI 72
28,M,504,Célibataire,0,false,1880 KF 25
54,M,525,Célibataire,0,false,1372 IU 12
44,F,857,En Couple,0,false,6138 ZA 42
20,F,585,Célibataire,0,false,3996 TN 13
72,F,559,En Couple,4,false,218 MW 82
23,F,194,Célibataire,0,false,7064 PS 43
56,M,430,En Couple,3,false,3827 ZJ 12
78,F,879,En Couple, ,false,4740 WX 31
51,M,163,En Couple,3,false,3582 WA 81
41,M,784,En Couple,2,false,7082 TR 60
47,M,1183,Célibataire,0,false,4332 VK 19
29,M,864,Célibataire,0,false,5889 SZ 93
31,M,550,En Couple,3,false,8984 UR 58
27,F,867,En Couple,0,false,8666 ED 48
29,F,409,En Couple,1,false,4679 XN 69
58,M,1365,En Couple,2,false,542 AT 59
46,M,595,Célibataire,0,false,9337 WM 16
52,F,495,En Couple,2,false,659 JF 90
28,F,1118,En Couple,2,false,2167 UJ 23
70,M,479,En Couple,0,true,9350 UM 74
57,F,248,Célibataire,0,false,9252 XQ 56
82,M,574,Célibataire,0,false,9552 HG 59
61,M,932,Célibataire,0,false,7182 OR 65
30,M,212,Célibataire,0,false,2179 FH 24
82,F,501,En Couple,2,false,205 FW 98
24,M,430,En Couple,1,false,3340 PT 51
23,M,1167,Seule,1,false,8640 DQ 62
78,M,1399,En Couple,4,false,7600 PB 74
34,M,461,En Couple,0,false,3796 JG 92
19,M,244,En Couple,1,true,8272 ZC 61
45,M,177,En Couple,2,true,4958 OZ 67
41,M,470,En Couple,2,false,9175 NU 46
21,M,481,En Couple,3,true,7645 KM 88
71,M,1045,Célibataire,0,false,7464 DS 36
36,F,517,En Couple,4,false,5595 KT 84
60,M,406,En Couple,0,false,1010 MA 51
29,M,1371,Célibataire,0,false,7275 QL 67
43,M,507,En Couple,4,false,3246 ZV 71
52,M,419,Célibataire,0,false,5050 FA 10
57,M,572,Célibataire,0,false,797 ZX 30
40,M,413,En Couple,1,false,4943 LI 79
53,M,423,En Couple,4,false,5548 DD 19
21,F,510,En Couple,1,false,4412 AQ 93
59,M,581,En Couple,3,true,2737 SG 50
23,M,514,Célibataire,0,false,1436 DE 36
29,F,1187,En Couple,1,true,972 NC 48
22,M,212,En Couple,1,false,677 QV 56
20,M,880,En Couple,2,false,5817 SN 37
29,F,227,Seule,2,false,4533 DV 32
30,M,451,En Couple,2,false,4091 QV 62
18,M,170,En Couple,0,false,2231 NF 75
41,F,548,Célibataire,0,false,7184 UG 63
60,M,189,En Couple,1,false,93 SO 91
25,M,412,Célibataire,0,false,3537 TO 87
50,F,1110,En Couple,0,false,6452 DO 17
56,F,989,Célibataire,0,false,2368 ZJ 91
57,F,424,En Couple,3,true,7781 HJ 57
33,M,529,Seule,1,false,169 WQ 57
37,M,571,En Couple,0,false,2368 HQ 34
53,M,182,Célibataire,0,false,8531 KN 80
60,M,567,En Couple,3,false,9088 BX 27
79,M,435,Célibataire,0,false,7918 UQ 12
74,M,427,En Couple,4,false,5867 YT 80
30,M,156,En Couple,1,false,9717 PB 91
28,M,514,En Couple,1,true,657 MV 25
32,M,1107,En Couple,1,false,9931 XE 50
58,M,459,En Couple,1,false,8042 WH 48
50,M,152,En Couple,2,false,5743 EO 52
23,M,473,En Couple, ,true,9562 XW 90
30,F,1362,En Couple,2,true,6361 CA 76
22,M,426,Marié(e),4,false,5711 DH 88
23,M,1137,En Couple,4,false,9196 CK 30
36,M,434,Célibataire,0,false,8222 WH 39
24,F,1280,En Couple,0,false,8932 LQ 50
63,M,1033,En Couple,3,false,2059 SM 98
50,M,1192,En Couple,1,true,3991 KQ 30
56,M,443,En Couple,3,false,6335 MQ 50
70,F,540,Célibataire,0,false,4086 BM 72
21,F,1319,Célibataire,0,false,9234 LX 55
22,M,1332,Célibataire,0,false,4346 VM 24
38,M,497,En Couple,2,true,2304 RJ 61
35,M,207,Célibataire,0,false,4505 VU 19
24,M,454,En Couple,0,false,2501 QL 47
19,M,500,Célibataire,0,false,1616 LA 38
26,M,197,En Couple,1,false,404 WF 63
47,M,1353,En Couple,0,false,9816 LN 73
59,F,803,Célibataire,0,false,4360 DB 97
39,F,1362,En Couple,3,true,5618 RE 70
78,M,1159,En Couple,0,true,1627 BX 84
76,M,244,En Couple,0,false,9021 AB 87
80,M,533,Célibataire,0,false,1678 SA 63
19,M,242,En Couple,1,false,2685 NJ 51
64,F,196,En Couple,2,false,2907 MV 70
27,M,834,Célibataire,0,false,3 QI 69
76,F,1316,En Couple,1,false,7943 QZ 72
40,M,1332,Célibataire,0,false,5241 YI 20
18,M,598,En Couple,2,false,5955 TL 12
34,M,197,En Couple,1,true,8708 XG 58
31,M,754,En Couple,0,false,7432 ZI 14
49,M,416,Célibataire,0,false,9554 CW 20
29,F,486,En Couple,0,false,2392 EW 48
49,M,1212,En Couple,1,false,6811 WF 30
51,M,563,Célibataire,0,false,7762 SV 61
78,Masculin,589,En Couple,0,false,290 HN 56
33,M,176,En Couple,4,false,9164 CN 30
34,M,508,Célibataire,0,false,9843 SV 89
28,M,495,En Couple,0,false,8648 HG 14
37,M,405,En Couple,2,false,1028 JK 71
84,F,599,Célibataire,0,false,6257 IA 31
64,F,822,En Couple,0,false,2502 LU 88
49,M,968,En Couple,3,true,7869 MS 31
18,F,1349,Célibataire,0,false,2274 PE 97
22,M,807,Célibataire,0,false,2682 RL 72
50,M,1158,En Couple,3,false,4141 QP 45
21,M,727,En Couple,1,false,5826 UM 55
51,F,228,En Couple,3,true,2406 TQ 62
45,F,975,En Couple,0,false,2649 NK 64
28,M,408,En Couple,4,false,8517 TU 16
59,F,455,Célibataire,0,false,8027 DO 18
34,M,1272,Célibataire,0,false,8572 WU 14
57,M,170,Célibataire,0,false,2321 EL 39
36,M,421,Célibataire,0,false,9639 IE 94
25,M,447,Marié(e),0,true,7610 RN 17
60,F,464,En Couple,3,false,2893 FZ 19
76,F,230,En Couple,2,false,5731 LR 42
46,F,1055,En Couple,4,false,2734 CA 49
34,F,573,En Couple,0,true,9202 NO 53
41,M,565,En Couple,1,false,7556 MD 44
52,M,219,Célibataire,0,false,6420 OC 30
68,F,172,Célibataire,0,false,772 IJ 19
64,F,536,Célibataire,0,false,5220 GH 64
35,M,786,En Couple,2,false,3948 NG 70
33,M,599,Célibataire,0,false,6005 GT 36
36,M,546,En Couple,2,false,6004 UD 37
76,F,556,En Couple,4,false,5972 SC 38
28,M,1146,Célibataire,0,false,1231 UT 14
20,M,1225,En Couple,3,false,8329 MY 53
52,M,1144,En Couple,2,true,5833 JL 80
26,F,193,En Couple,3,true,5540 RP 45
73,M,762,En Couple,3,false,5127 TX 58
38,M,1284,Célibataire,0,false,209 EP 57
72,M,468,En Couple,3,false,1452 ZB 38
21,M,1326,En Couple,2,true,3926 YF 19
78,M,512,En Couple,2,false,9536 ON 96
52,F,169,En Couple,4,false,194 KM 81
42,M,559,En Couple,1,true,8088 IX 63
21,M,423,En Couple,3,false,5630 OH 50
79,M,820,Célibataire,0,false,739 FD 93
28,F,1005,En Couple,1,false,5469 QW 44
39,M,188,En Couple,2,false,5641 XN 88
39,M,545,En Couple,1,false,4108 ZD 92
36,M,504,Célibataire,0,false,1356 BS 20
18,F,558,En Couple,1,false,9204 JA 41
48,F,1065,En Couple,0,false,9816 EE 80
24,M,532,En Couple,0,false,4261 SO 34
33,M,1397,Célibataire,0,false,1284 WC 25
44,F,215,En Couple,4,false,3963 KW 93
82,M,163,Célibataire,0,false,1679 YP 26
39,F,406,En Couple,0,false,4203 SI 66
52,M,1179,En Couple,3,true,7190 ZN 13
28,F,163,Célibataire,0,false,7971 SH 69
74,M,470,En Couple,3,false,5402 PL 87
19,M,495,En Couple,4,false,3807 LG 37
23,M,1032,En Couple,4,false,5836 KB 86
47,M,554,En Couple,0,true,5360 MY 10
56,F,570,En Couple,3,true,9731 CS 11
38,M,177,Célibataire,0,false,421 QU 96
50,M,415,En Couple,2,false,7586 UB 16
64,F,520,Célibataire,0,false,9939 EN 18
42,F,532,En Couple,0,false,6421 RN 16
43,M,544,Célibataire,0,false,1982 TV 30
41,M,475,En Couple,2,false,9905 IG 94
29,M,477,En Couple,3,false,1664 ZK 95
29,F,425,En Couple,4,true,2985 AQ 29
50,M,996,En Couple,4,false,7070 RF 39
30,M,439,Célibataire,0,false,1477 RK 16
55,F,426,En Couple,2,false,7304 DD 77
33,F,505,Célibataire,0,false,7658 WI 78
61,M,801,Célibataire,0,false,9352 BJ 46
58,M,460,Célibataire,0,false,1655 WI 90
46,M,559,En Couple,0,true,8063 PG 22
39,M,414,Seule,3,false,1027 UU 90
64,F,1264,En Couple,0,false,4940 IH 55
71,M,1307,En Couple,0,false,3794 FE 67
39,M,1069,Célibataire,0,false,7478 JG 37
32,M,594,Célibataire,0,false,4175 XG 27
25,M,1150,En Couple,1,false,3039 ZU 74
21,F,225,Célibataire,0,false,897 ZC 94
50,F,162,En Couple,3,false,8769 GE 83
45,M,573,Célibataire,0,false,9623 EX 61
28,M,194,En Couple,2,false,5602 GA 90
57,F,487,En Couple,0,false,6766 KS 74
33,M,437,Célibataire,0,false,8417 DU 91
51,M,153,En Couple,2,false,2967 AQ 70
64,M,405,En Couple,2,false,8088 EQ 51
33,M,157,En Couple,2,false,9971 WF 29
38,M,530,En Couple,2,false,6282 PL 61
31,M,1255,En Couple,1,false,2489 ZO 96
53,M,534,En Couple,2,false,9939 WY 59
60,M,1112,En Couple,1,false,8604 VV 48
33,F,161,En Couple,1,false,8029 ZW 64
36,M,448,Célibataire,0,false,4711 DK 21
26,Masculin,440,En Couple,2,false,8551 QR 69
45,F,1151,Célibataire,0,false,6578 TM 74
29,F,1036,En Couple,1,true,3757 ST 91
67,M,522,En Couple,0,false,7580 KC 85
80,F,181,En Couple,0,false,8133 OF 75
28,M,176,Célibataire,0,false,3168 HW 94
50,M,599,En Couple,3,true,3261 FV 20
24,M,598,Célibataire,0,false,5650 TS 10
36,M,1042,Célibataire,0,false,6352 MN 14
25,M,894,En Couple,3,false,257 VA 97
75,M,1056,En Couple,3,false,9856 NV 64
44,F,1151,Seule,1,false,5380 CY 51
51,M,850,En Couple,1,false,1034 YR 50
23,M,836,Seule,3,false,8783 CB 35
21,F,830,En Couple,3,false,8807 UL 71
30,M,980,Célibataire,0,false,6733 DF 21
77,M,549,Célibataire,0,false,7047 BI 37
28,M,159,Célibataire,0,false,8116 LW 94
70,F,1269,En Couple,1,true,8581 PV 13
23,M,542,En Couple,2,false,6294 FV 39
83,M,249,Célibataire,0,false,3944 SC 79
21,M,235,En Couple,0,true,5324 JF 22
30,M,227,Célibataire,0,false,4541 GA 57
41,M,449,En Couple,3,false,3835 KJ 91
19,M,196,Célibataire,0,false,8896 ID 80
55,M,946,Célibataire,0,false,5152 UH 83
82,M,489,En Couple, ,false,4306 WY 65
58,M,747,En Couple,3,false,9093 CE 14
56,M,483,En Couple,1,false,4609 LU 59
38,N/D,506,En Couple,1,false,9644 PV 43
58,M,474,En Couple,1,false,5285 PP 74
77,M,528,Seule,3,false,1712 OH 98
61,M,572,Célibataire,0,false,6942 TG 82
56,F,1367,En Couple,0,false,1929 EE 31
24,F,542,En Couple,4,false,8137 AS 89
38,M,159,En Couple,2,true,2118 WC 71
53,M,1047,En Couple,0,false,8906 DS 85
34,M,1104,Célibataire,0,false,7378 FO 89
27,M,744,En Couple,2,false,3889 DX 48
20,F,418,Célibataire,0,false,3377 GS 93
79,M,237,En Couple,0,false,4999 SA 19
57,M,165,En Couple,3,true,8737 CW 11
57,M,481,Célibataire,0,false,9471 FI 91
54,M,525,En Couple,0,false,5532 JF 83
76,M,171,En Couple,0,false,2631 OC 52
50,M,1294,Seule,2,false,6610 YQ 95
77,F,507,En Couple,1,false,5702 ES 20
33,F,228,En Couple,2,false,625 TZ 90
37,M,151,En Couple,1,false,2637 AT 60
50,F,561,En Couple,2,true,2526 ZU 62
38,F,596,En Couple,2,false,8888 IM 95
45,F,1056,En Couple,0,true,9979 KX 61
47,M,218,En Couple,3,true,7452 JV 89
35,M,491,En Couple,0,false,3585 KF 96
26,M,514,En Couple,0,false,8 TM 18
60,M,549,Célibataire,0,false,9988 NF 68
80,M,781,En Couple,1,false,8198 XY 75
40,Homme,972,Célibataire,0,false,6660 BC 74
47,M,590,En Couple,2,true,7176 SQ 22
46,M,171,Seule,2,false,5352 GP 13
45,F,539,En Couple,2,false,957 GT 58
26,M,194,En Couple,2,false,1090 XQ 81
54,M,208,Célibataire,0,false,2843 FZ 12
68,M,525,En Couple,3,false,6063 TP 55
43,M,1355,En Couple,2,true,7876 VV 83
83,M,216,En Couple,4,false,8038 NR 87
66,F,588,Seule,2,false,1107 KA 59
54,M,443,En Couple,0,true,6902 XH 23
72,M,552,Célibataire,0,false,990 JN 69
42,M,167,En Couple,0,true,650 SA 52
63,M,575,En Couple,0,false,435 QM 16
28,M,165,En Couple,2,false,4982 IW 64
22,M,1357,En Couple,0,false,7868 RF 24
35,M,197,Célibataire,0,false,7048 WB 44
54,M,568,Célibataire,0,false,1693 IE 60
21,M,1164,Marié(e),1,false,522 WR 69
51,F,862,En Couple,4,true,4082 HL 77
68,M,246,En Couple,0,true,2924 AM 61
57,M,505,En Couple,2,false,6724 KL 70
82,M,587,En Couple,1,false,668 NT 89
32,M,888,En Couple,0,true,4610 NP 72
44,Homme,409,En Couple,1,true,6639 YH 87
47,F,157,Célibataire,0,false,4730 CV 87
57,M,441,En Couple,0,false,903 EO 63
66,F,248,En Couple,0,false,2639 ES 48
52,M,571,Célibataire,0,false,7324 ML 31
37,M,503,Célibataire,0,false,8801 XD 33
59,M,153,Seule,2,false,3813 MP 45
23,M,708,Célibataire,0,false,6186 DD 53
58,F,454,En Couple,0,true,8814 QF 38
46,M,234,Célibataire,0,false,8285 IH 81
32,M,990,En Couple,1,false,8737 XO 39
50,M,1026,Célibataire,0,false,8103 CJ 65
40,M,1009,En Couple,0,false,5375 BH 26
61,M,579,Célibataire,0,false,9136 BU 17
56,F,702,En Couple,2,true,2949 SJ 14
83,M,571,En Couple,4,false,888 PV 26
57,M,228,En Couple,1,false,7546 LQ 25
23,M,485,En Couple,0,false,3420 HF 95
40,M,534,En Couple,4,false,6333 AK 76
23,M,979,En Couple,2,true,5584 UC 52
29,M,1032,Célibataire,0,false,3160 TK 35
66,M,1145,En Couple,1,false,2068 LH 55
67,F,435,En Couple,1,false,5409 RG 94
66,M,441,Célibataire,0,false,5184 BT 30
69,M,480,En Couple,0,false,9926 ZN 95
25,M,477,En Couple,0,false,1849 YC 11
24,F,468,Célibataire,0,false,510 UF 52
20,M,418,En Couple,2,false,5404 YV 27
42,M,498,En Couple,2,false,2108 GR 29
62,Féminin,532,En Couple,1,true,6272 ZI 71
71,M,168,En Couple,3,true,2141 YV 71
28,M,422,En Couple,3,false,598 QR 49
25,F,713,En Couple,0,false,6566 TF 39
22,M,562,Célibataire,0,false,9546 EU 15
65,M,708,En Couple,1,false,9193 KS 74
48,M,507,Seule,1,false,3280 CC 63
18,F,713,En Couple,3,false,5342 DZ 64
47,M,595,En Couple,1,false,1369 FV 84
55,M,416,En Couple,1,false,5244 MF 51
24,M,202,En Couple,4,false,9182 DF 84
21,M,153,En Couple,4,false,8351 MH 86
57,M,534,Célibataire,0,false,8225 FV 78
52,F,585,En Couple,0,true,2705 II 64
33,M,182,En Couple,3,true,4848 UX 15
23,M,563,En Couple,3,true,1299 KL 74
33,M,423,En Couple,4,true,6035 CK 54
39,F,576,Célibataire,0,false,2066 BQ 23
53,F,423,Célibataire,0,false,7771 OV 79
74,M,185,En Couple,2,true,676 PK 39
24,M,1092,Célibataire,0,false,5475 BL 74
18,F,219,Célibataire,0,false,1466 JU 28
42,M,498,En Couple,1,true,5984 HJ 90
65,M,207,En Couple,3,true,3854 NP 81
80,F,441,Célibataire,0,false,2019 QT 90
77,M,446,En Couple,0,false,7428 PZ 67
72,F,157,Célibataire,0,false,6371 XB 82
27,M,981,En Couple,2,false,9450 UP 56
43,M,897,En Couple,4,false,68 IE 58
38,M,1363,Seule,2,false,153 EL 52
48,M,453,Célibataire,0,false,7476 YV 76
83,M,222,En Couple,1,true,6195 KE 34
41,M,429,Seule,2,false,2491 AQ 58
22,M,522,En Couple,2,true,3349 KK 34
56,M,535,En Couple,2,false,6264 IR 80
45,M,208,Célibataire,0,false,3636 EL 49
65,M,196,Célibataire,0,false,1320 OM 39
31,M,1117,Célibataire,0,false,6497 HC 76
59,M,1157,En Couple,3,false,80 ML 60
57,F,154,Célibataire,0,false,135 GE 93
46,M,1208,En Couple,0,false,9823 YN 61
35,M,852,En Couple,1,false,9609 GG 49
77,M,531,En Couple,1,false,6719 RM 92
31,M,469,Seule,2,false,2390 OD 82
40,M,595,En Couple,4,false,931 QP 32
41,F,1362,En Couple,2,false,4663 ZK 14
43,M,163,En Couple,1,true,280 RU 84
81,M,531,En Couple,0,false,1997 UC 82
20,M,203,Célibataire,0,false,1349 GS 94
27,M,863,Seul,0,false,6405 FB 75
61,F,959,En Couple,3,false,4125 HF 94
46,M,402,En Couple,0,false,501 EC 35
58,M,463,Célibataire,0,false,7113 QB 54
39,M,580,En Couple,4,false,8798 JS 78
56,M,525,En Couple,3,false,2784 ML 98
26,M,401,Célibataire,0,false,7593 DU 85
45,M,445,En Couple,3,false,7376 RP 41
70,F,899,En Couple,3,false,9596 NG 67
69,M,1242,Célibataire,0,false,7140 RU 48
50,M,1083,En Couple,2,false,4772 FB 25
76,M,456,Célibataire,0,false,2014 EM 93
55,M,451,Célibataire,0,false,3866 FL 65
83,M,486,En Couple,1,false,6427 KI 74
51,M,409,En Couple,0,false,944 ZH 23
22,M,491,En Couple,1,false,5300 GO 31
25,M,1080,En Couple,3,false,2643 SS 52
57,F,913,Célibataire,0,false,4153 UK 65
22,M,533,En Couple,3,false,8712 JX 16
57,M,1393,Célibataire,0,false,2373 VO 82
78,M,1345,Célibataire,0,false,9360 SL 89
52,M,475,En Couple,0,true,2351 XM 80
77,M,827,En Couple,4,true,8566 PO 38
34,F,505,En Couple,3,false,7732 OB 53
30,M,742,Célibataire,0,false,4781 MA 61
28,M,214,En Couple,0,false,9456 MB 86
35,M,1091,En Couple,4,true,5460 BX 85
19,M,228,En Couple,2,false,772 HB 84
66,M,434,En Couple,0,true,2995 ZP 27
29,F,163,Célibataire,0,false,1806 NT 46
19,M,491,Seule,1,false,1965 GM 25
47,M,843,En Couple,1,true,4966 CQ 55
53,M,579,En Couple,4,false,8462 JT 98
45,F,1146,En Couple,0,false,5500 ZM 15
76,F,462,En Couple,2,false,9020 KT 75
46,M,1395,Célibataire,0,false,109 NG 36
28,F,1227,Célibataire,0,false,9176 AD 34
19,M,496,En Couple,3,false,957 KU 75
22,M,579,En Couple,0,false,3004 CQ 56
30,M,486,En Couple,2,false,636 VA 34
31,F,885,En Couple,0,false,587 JC 33
22,M,509,Seule,1,false,7395 JH 26
52,F,1028,En Couple,0,false,6437 VC 79
52,M,1153,En Couple,1,false,437 HT 25
31,M,405,En Couple,0,false,9202 SC 48
20,F,213,En Couple,4,false,8832 EN 62
24,M,500,En Couple,2,false,2052 MF 73
27,M,496,Célibataire,0,false,7003 AR 25
69,F,532,En Couple,1,false,39 AQ 86
31,F,505,En Couple,1,true,2536 JF 76
77,M,476,Célibataire,0,false,9219 TI 88
41,M,522,En Couple,0,false,913 JZ 80
